TimeStamp,Is_Participate,PosterScore,ChooseHigh_Poster,ChooseLow_Poster,ChooseHigh_Phrases1,ChooseHigh_Phrases2,ChooseHigh_Phrases3,Age,Sex,ThrowOut,Awareness_Tra,Awareness_Env,Thoughts,Acton
9/29/2024 14:05:35,Yes,7,1,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,,
9/29/2024 14:05:41,Yes,80,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,3,2,地球環境の大切さを考えます。,出来る事は、やっているつもりです。出来る事を続けることは大切だと思います。
9/29/2024 14:05:42,Yes,80,1,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,female,Yes,3,3,,
9/29/2024 14:05:45,Yes,80,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,4,3,,
9/29/2024 14:05:55,Yes,30,2,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,5,5,,
9/29/2024 14:06:07,Yes,50,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,5,4,,
9/29/2024 14:06:21,Yes,80,4,2,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,3,簡単だった,
9/29/2024 14:06:25,Yes,95,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,No,2,2,,
9/29/2024 14:06:26,Yes,60,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,ポスターの文字が小さく、文字数も多いと思います。,
9/29/2024 14:06:26,Yes,7,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,other,other,other,3,3,,
9/29/2024 14:06:29,Yes,50,1,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,male,Yes,4,4,ポスターもっと良くできると思った,来た時よりも美しく！
9/29/2024 14:06:43,Yes,5,1,4,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,5,3,,
9/29/2024 14:06:51,Yes,7,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
9/29/2024 14:06:55,Yes,6,3,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,70dai,female,Yes,4,4,,
9/29/2024 14:06:59,Yes,98,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,4,4,特になし,リサイクルショップ
9/29/2024 14:07:02,Yes,60,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,30dai,male,Yes,3,2,古紙の資源化は進んでない印象を受けた,プラは極力洗い乾かして資源ごみへ
9/29/2024 14:07:03,Yes,5,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,female,No,4,3,,
9/29/2024 14:07:15,Yes,60,4,2,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,20dai,female,No,3,4,ゴミの分別方法をもっと知りたいと思った,ゴミの分別はもちろん、ゴミは小さく畳んで捨てている
9/29/2024 14:07:16,Yes,70,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,3,2,,処分や分別が楽なものを買うようにしている。
9/29/2024 14:07:24,Yes,90,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,5,5,,
9/29/2024 14:07:31,Yes,60,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,5,4,分別は改めて環境保護への義務だと感じました,並べる細かに分別し資源ゴミとして出すようにしている
9/29/2024 14:07:35,Yes,5,2,3,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,male,No,3,3,行政のポスターだから、派手にできない感じがします。,携帯の電池等、簡単に処分できないものが増えてきた気がします。
9/29/2024 14:07:44,Yes,60,2,4,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,4,2,,
9/29/2024 14:07:59,Yes,75,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,4,,
9/29/2024 14:08:10,Yes,62,2,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,female,Yes,3,3,,
9/29/2024 14:08:24,Yes,85,4,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,3,,
9/29/2024 14:08:47,Yes,80,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,female,Yes,4,4,,
9/29/2024 14:08:48,Yes,90,2,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,No,3,4,もうちょっとキツイ表現で促しても問題ないと思う,ペットボトルの蓋はとっている
9/29/2024 14:08:55,Yes,50,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,3,,
9/29/2024 14:09:05,Yes,7,2,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,No,3,3,,
9/29/2024 14:09:15,Yes,55,2,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,No,4,3,改めて分別を意識する必要があると感じました,できる限り分別をしています
9/29/2024 14:09:22,Yes,9,1,2,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,male,Yes,4,4,,
9/29/2024 14:10:12,Yes,7,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,ポスターを拡大表示できるようにしてほしい,
9/29/2024 14:10:25,Yes,50,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,3,2,紙が燃えるゴミじゃないと初めて知った,
9/29/2024 14:11:35,Yes,60,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,No,4,4,,
9/29/2024 14:12:02,Yes,5,1,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,ゴミの分別は当たり前の事だと感じた,ゴミの出し方を分別は子どもの頃から身につけておきたい
9/29/2024 14:12:55,Yes,97,4,1,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,3,4,特になし,特になし
9/29/2024 14:13:21,Yes,70,2,4,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,5,4,真剣さを感じる,
9/29/2024 14:18:11,Yes,60,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,4,4,ゴミの分別をしているつもりですが間違っている時もあり、反省です。これからも気を付けていこうと思います。,プラスチックで出す時に水洗いをして出すようにしています。
9/29/2024 14:24:16,Yes,70,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,female,Yes,4,4,,
9/29/2024 14:28:38,Yes,3,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,3,4,,
