TimeStamp,Is_Participate,PosterScore,PhraseScore,ChooseHigh_Poster,ChooseLow_Poster,ChooseHigh_Phrases1,ChooseHigh_Phrases2,ChooseHigh_Phrases3,Age,Sex,ThrowOut,Awareness_Tra,Awareness_Env,Thoughts,Acton
8/21/2024 11:12:49,Yes,66,45,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,3,,
8/21/2024 11:13:10,Yes,70,50,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,No,2,1,目的不明,
8/21/2024 11:13:22,Yes,50,50,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,No,3,3,分別は大事,
8/21/2024 11:13:25,Yes,50,50,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,No,4,3,,
8/21/2024 11:13:28,Yes,99,99,3,1,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,female,Yes,3,3,,
8/21/2024 11:13:36,Yes,100,80,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,1,なるべくごみ処理の仕事に携わる方たちの負担が分別することで減らせれば良いと思いました。,環境に対して無関心ですが、なるべくゴミを出さないように気を付けています。
8/21/2024 11:13:51,Yes,20,50,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,4,4,,
8/21/2024 11:14:09,Yes,100,75,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,No,2,2,,
8/21/2024 11:14:12,Yes,8,8,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,資源分別は環境配慮に重要である,地球環境をまもるためにも重要である
8/21/2024 11:14:26,Yes,5,2,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,male,No,4,3,ゴミが少なくなる社会を望みます,ゴミがなるべく出ない物を買う
8/21/2024 11:14:39,Yes,100,90,2,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:15:02,Yes,40,35,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,5,5,,
8/21/2024 11:15:32,Yes,95,80,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,3,3,,
8/21/2024 11:15:43,Yes,4,7,3,4,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,No,3,3,,
8/21/2024 11:15:56,Yes,80,50,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,No,3,2,,
8/21/2024 11:16:31,Yes,88,88,1,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,female,No,5,5,もっと分別について知って貰いたい,細かく分別はしてます。家族が間違えてしまう事があり。
8/21/2024 11:16:42,Yes,60,50,2,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,male,Yes,4,4,ゴミを減らすよりも、生産を減らすことが重要,不要なものは買わない
8/21/2024 11:16:51,Yes,8,9,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,資源分別は環境配慮に重油である,地球温暖化に分別は重要である
8/21/2024 11:16:58,Yes,50,60,2,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,70dai,male,No,3,3,,
8/21/2024 11:17:04,Yes,4,67,3,1,資源ごみは燃やすごみとして分別されるものではありません。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,female,Yes,4,4,,
8/21/2024 11:17:48,Yes,65,70,1,3,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,20dai,female,Yes,4,2,,
8/21/2024 11:17:54,Yes,4,50,1,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,5,4,,ポイ捨てや不法投棄が多すぎる
8/21/2024 11:18:45,Yes,90,90,2,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,50dai,female,No,5,5,みんなで分別,
8/21/2024 11:19:00,Yes,4,8,2,3,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,4,4,,
8/21/2024 11:19:09,Yes,80,70,2,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:19:21,Yes,40,30,1,2,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,2,2,,
8/21/2024 11:19:33,Yes,65,70,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,Yes,4,4,一部の紙を燃えるごみとして出していたので、きをつけようと思った,消費期限の近いものから食品を買う
8/21/2024 11:19:38,Yes,1,100,2,3,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,male,Yes,1,1,,
8/21/2024 11:20:13,Yes,5,5,4,3,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,5,4,,
8/21/2024 11:20:22,Yes,90,90,2,3,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,female,No,5,5,,
8/21/2024 11:20:59,Yes,70,50,3,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,other,other,other,3,3,,
8/21/2024 11:21:04,Yes,100,10,2,4,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,5,5,マンション在住で、チラシや雑誌を紙ごみとして分別してごみの部屋に出したごみを管理人が各曜日に出すのだが、管理人が面倒くさがってチラシや雑誌を燃えるゴミの日に出してしまっている,私は分別をしっかりしている
8/21/2024 11:21:28,Yes,60,50,2,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,3,2,,
8/21/2024 11:21:37,Yes,70,81,3,1,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,male,Yes,2,3,,
8/21/2024 11:22:23,Yes,55,70,2,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,5,5,もっと資源ごみの分別が周知されるといいと思います。,まだ使えるものは再利用、水筒を持ち歩く
8/21/2024 11:22:24,Yes,80,30,3,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,3,,
8/21/2024 11:23:31,Yes,5,4,2,3,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,30dai,female,Yes,3,3,,
8/21/2024 11:23:33,Yes,80,90,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,5,4,資源ゴミは燃やせるゴミではないと知った。,細かく分別する。
8/21/2024 11:23:58,Yes,5,5,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,2,2,エコかが進んでいるのでいつも意識する,できるだけ小さくしてほかす
8/21/2024 11:24:29,Yes,7,90,3,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,非常にいいアンケートでした,
8/21/2024 11:24:49,Yes,75,30,4,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,70dai,female,Yes,4,4,,
8/21/2024 11:24:54,Yes,74,70,3,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,female,No,4,4,,
8/21/2024 11:25:02,Yes,80,70,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,Yes,5,5,,
8/21/2024 11:25:02,Yes,95,53,4,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,30dai,male,Yes,5,5,,
8/21/2024 11:26:12,Yes,50,50,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:26:38,Yes,3,5,4,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,70dai,female,Yes,5,5,,分別はかなりきちんとしていると思う
8/21/2024 11:26:44,Yes,50,80,1,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,male,Yes,5,4,それ程役に立つ情報が無かった。,紙とビニールがくっ付いているものは分離する。
8/21/2024 11:26:50,Yes,10,60,2,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,female,No,2,2,,
8/21/2024 11:27:07,Yes,50,50,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:27:08,Yes,88,90,2,1,紙は燃えるごみに分別しないでください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,5,4,資源を分類するのは大変だが慣れるしかない,ゴミが出ないような生活を心掛ける
8/21/2024 11:27:10,Yes,50,7,4,2,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,50dai,female,Yes,2,2,,
8/21/2024 11:27:14,Yes,50,50,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:27:27,Yes,50,50,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 11:27:57,Yes,3,3,1,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,30dai,female,Yes,1,1,,
8/21/2024 11:28:08,Yes,70,25,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,2,,
8/21/2024 11:28:29,Yes,90,10,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,3,3,,
8/21/2024 11:29:16,Yes,70,50,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,2,,
8/21/2024 11:29:30,Yes,50,29,2,3,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,40dai,female,Yes,4,3,,
8/21/2024 11:29:42,Yes,7,7,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,3,3,面白い,なし
8/21/2024 11:30:02,Yes,5,6,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,female,Yes,2,2,分別をしっかりする,ごみを少なくする。
8/21/2024 11:30:11,Yes,88,28,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,4,3,,
8/21/2024 11:30:14,Yes,30,50,4,1,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,female,Yes,4,3,,
8/21/2024 11:30:49,Yes,68,63,2,1,資源ごみは燃やすごみとして分別されるものではありません。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,60dai,female,No,4,4,,
8/21/2024 11:31:39,Yes,6,55,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,4,4,,
8/21/2024 11:32:09,Yes,100,100,3,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,5,4,,
8/21/2024 11:33:28,Yes,80,26,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,female,Yes,3,3,,
8/21/2024 11:33:49,Yes,7,60,4,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,female,Yes,4,4,,
8/21/2024 11:35:25,Yes,80,60,3,1,紙は燃えるごみに分別しないでください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,No,2,3,,
8/21/2024 11:35:42,Yes,10,10,3,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,4,4,ゴミの分別を題材にしてAIポスターが受け入れらるかどうか,余るほど物を買わない
8/21/2024 11:36:20,Yes,50,50,2,1,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,,
8/21/2024 12:08:48,Yes,8,4,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,60dai,male,Yes,4,4,分別の仕方がもっとわかりやすければいい,市の推奨の通り
8/21/2024 12:22:53,Yes,60,60,2,1,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,40dai,male,No,3,3,,
8/21/2024 12:26:51,Yes,30,50,4,1,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,2,3,紙が資源ゴミだというコト,ない
8/21/2024 12:30:48,Yes,80,70,2,4,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は燃えるごみに分別しないでください。,70dai,male,Yes,5,5,再認識性強い,文化的生活の効率化
8/21/2024 12:37:11,Yes,100,100,3,2,紙は資源ごみに分別してください。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,30dai,female,Yes,4,4,,
8/21/2024 12:37:43,Yes,47,36,2,3,紙は資源ごみに分別してください。,多くの資源ごみが燃やすごみとして分別されています。,紙は資源ごみに分別してください。,50dai,male,Yes,3,1,,
8/21/2024 12:39:20,Yes,40,40,4,3,多くの資源ごみが燃やすごみとして分別されています。,資源ごみは燃やすごみとして分別されるものではありません。,紙は資源ごみに分別してください。,40dai,female,Yes,4,3,,
8/21/2024 12:39:50,Yes,99,50,1,4,多くの資源ごみが燃やすごみとして分別されています。,多くの資源ごみが燃やすごみとして分別されています。,紙は燃えるごみに分別しないでください。,40dai,male,Yes,4,3,,
